linkedin id,job title,contract,mode,city,country,company,sector,job posting title,description,linkedin skills,skills list,skills count
3588707354,Data Analyst,Full-time,On-site,Temse,Belgium,Walters People,Staffing & Recruiting,Data Analyst,"Voor een stabiele speler actief in de FMCG-sector gelegen in regio Temse zijn we op zoek naar een Data Analyst om het team wegens groei te versterken. Ben jij op zoek naar een gevarieerde functie waar er ruimte is voor eigen initiatief en groei? Lees dan zeker verder!

Jouw Takenpakket Als Data Analyst

Je staat in voor periodieke rapporteringen
Je werkt nauw samen met andere afdelingen voor de dataverwerking
Je verwerkt en ordent de relevante data
Je staat in voor de voorbereiding van onderzoeken
Je voert kwantitatief en kwalitatief onderzoek uit
Je staat in voor de ontwikkeling van datamodellen
Het Ideale Profiel

Je hebt bij voorkeur een bachelor of masterdiploma of bent gelijkwaardig door ervaring
Je bent analytisch heel sterk en kan goed prioriteiten leggen
Je spreekt vloeiend Nederlands en hebt minstens een goede basiskennis Frans
Je pikt snel nieuwe systemen op
Excel kent geen geheimen voor jou, ervaring met PowerBI is een plus
Je bent flexibel en kan goed omgaan met een snel veranderende werkomgeving
Het Aanbod Als Data Analyst

Een gevarieerde functie met mooie verantwoordelijkheden in een sterk en internationaal bedrijf
Veel aandacht voor het individu
Doorgroeimogelijkheden
Een plekje in een jong en dynamisch team
Een mooi salarispakket aangevuld met aantrekkelijke extralegale voordelen","analytical skills, data analytics, data visualization, databases, statistics, data analysis, extract, transform, load (etl), problem solving, and english","['analytical skills', ' data analytics', ' data visualization', ' databases', ' statistics', ' data analysis', ' extract', ' transform', ' load (etl)', ' problem solving', ' and english']",11
3575830775,Data Collector,Part-time,Remote,Florence,Italy,Appen,Information Technology & Services,Data Collector - Florence,"Good day!

Do you get excited about new technology and enjoy trying out new apps? Do you have an Android device with a built-in stylus? If so, this project is for you!

At Appen, we are working with our customers to decrease bias, and strive for inclusive Artificial Intelligence (AI) that works for everyone. In this way, we can make sure that Artificial Intelligence performs equally well for all people.

Project Description:
This project will require users to submit 700 handwritten samples via a brand-new mobile handwriting application so that we can train machine learning models to automatically identify what people are writing. Because this project has very specific requirements, we have created this screening task to judge participant eligibility for the project.

Project Requirements:
Access to an Android device with a built-in stylus
Have access to a Gmail account
Able to write and speak fluently in Italian
Currently residing in Italy

If this project interests you, please fill out the questionnaire, survey, and consent forms to become active on the project. Once active, you will need to verify your mobile device through the Appen Mobile app to finalize your application. Make sure not to forget this step, or you won't be able to participate!

Apply Now:

What to expect when you register:
Create an Appen Account
Choose Italian (Italy) as your primary language
Complete your profile and project registration [5 min]
Study the provided guidelines [at your own pace]
Agree to confidentiality and ways of working rules
Pass the quiz

Thank you and we hope to work with you soon!

""Appen has a diverse, inclusive culture that is vital to our mission of helping build better AI. We offer opportunities for individuals of all abilities and backgrounds.""","italian, artificial intelligence (ai), machine learning, confidentiality, gmail, mobile applications, stylus, android, writing, and data science","['italian', ' artificial intelligence (ai)', ' machine learning', ' confidentiality', ' gmail', ' mobile applications', ' stylus', ' android', ' writing', ' and data science']",10
3606279244,Reporting Specialist,Full-time,Hybrid,Barcelona,Spain,MANGO,Apparel & Fashion,REPORTING & CONTROLLING,"En Mango inspiramos y unimos mediante nuestra pasión por el estilo y la cultura. Estamos en 118 países y nuestra presencia online se extiende a más de 80 países. Nuestro equipo está formado por personas de 112 nacionalidades y en un 80% por mujeres.

Buscamos un/a

REPORTING & CONTROLLING

¿CÓMO SERIA TU DÍA A DÍA EN MANGO?

Como responsable de Reporting y Controlling tu gran reto será el análisis de datos, definición de KPI’s, seguimiento de resultados y definición de procesos que permitan aumentar la productividad del área de Arquitectura y Construction Management.

La definición estratégica a través del análisis y la colaboración transversal con otros departamentos y stakeholders involucrados en el proceso de apertura de tiendas es fundamental para la evolución y rendimiento del área. Para ello se requiere un análisis lógico, analítico, con gran capacidad de escucha y análisis de datos útiles que permitan tomar decisiones y mejorar los procesos (Customer Centric y Data Centric).

En tu día a día...

Diseñarás y optimizarás sistemas de información y datos para usarlos en el análisis y consecución de objetivos del área de Arquitectura y Construction Management
Analizarás los datos recopilados y generación de datos útiles que permitan comprobar el cumplimiento de los objetivos marcados a nivel de área y equipo, así como el cumplimiento de los presupuestos, timmings y otros parámetros marcados para el correcto funcionamiento de las tiendas.
Análizarás procesos y datos, para poder proponer y encontrar oportunidades de mejora dentro del área y/o para la empresa.
Creación de Business reports a nivel de dirección, así como análisis de business cases de proyectos.
Comunicación de KPI’s al conjunto del área mediante la comunicación verbal y por escrito de reports de alto nivel.
Análisis de mejoras en procesos, así como optimización de performance colectivo y/o individual del área.
Creación de data monitoring para identificar cambios de tendencia y creación de alertas.
Trabajarás en equipo con todos los principales stakeholders para analizar y transformar los procesos comerciales que permitan mejorar los datos de ventas, KPI’s y NPS mediante el análisis de la información.
Actuarás como enlace colaborativo con los departamentos de Administración, Finanzas y Dirección para conseguir la implantación de proyectos en tiempo, coste y forma.
Seguimiento y liderazgo del equipo de administración de Arquitectura y Construction Management. Establecer Dashboards, kpi’s, incidencias y coordinación de necesidades con otros departamentos.

¿QUÉ ESPERAMOS DE TI?

Experiencia mínima de 3 años como Project Manager, Controller o Data/Business Analyst en el sector de la construcción.
Formación en Project Management, Finanzas, Data o ADE.
Alto conocimiento en SQL y EXCEL (tablas dinámicas, programación, graficas y charts,…), SAP, así como herramientas de análisis de datos (knime, weka...)
Alto conocimiento de herramientas de visualización y reporting (power point, power BI….) así como conocimiento en modelos de visualización simple y resumen de presentaciones.
Alta capacidad de comunicación y liderazgo.
Alto nivel de Inglés.

¿QUÉ NOS HACE ESPECIALES?

Incorporación inmediata con contrato indefinido
Horario Flexible (entrada de 8h a 9h30 y salida de 17h a 18h30), jornada intensiva los viernes (de 8h a 9h hasta las 14h / 15h) y mayoría de vigilias de festivos
Posibilidad de Teletrabajo
Descuento en todas nuestras líneas además de un Market de muestrario para renovar tu armario dos veces al año
Servicio de comedor y cocina en las instalaciones de central. La empresa subvenciona parte del menú diario, así como los artículos de cafetería
Retribución flexible con ventajas fiscales: seguro médico, formación, descuento comedor, guarderías etc.
Transporte gratuito de empresa desde Barcelona y el Vallés
Oportunidades constantes de desarrollo con retos muy variados que generan aprendizaje en el puesto de trabajo y cursos específicos en función de tus necesidades
Workshops, meetups, comunidades de prácticas, team buildings y company meetings sobre transformación digital, moda y actividades de nuestros equipos
Servicio médico propio, servicio de fisioterapia una vez a la semana, sala de fitness y vestuarios en nuestras oficinas centrales
Formarás parte de una empresa líder en el sector de la moda, dinámica, en plena innovación, con gran concienciación y realizando acciones hacia la sostenibilidad con un ambiente de trabajo cercano, inspirador y ambicioso

You got it?

We like you!","key performance indicators, business case preparation, reporting & analysis, statutory accounting principles (sap), business analysis, finance, knime, financial reporting, international financial reporting standards (ifrs), and analytical skills","['key performance indicators', ' business case preparation', ' reporting & analysis', ' statutory accounting principles (sap)', ' business analysis', ' finance', ' knime', ' financial reporting', ' international financial reporting standards (ifrs)', ' and analytical skills']",10
3630502821,Business Intelligence Consultant,Full-time,On-site,'s-Hertogenbosch,Netherlands,Lefit - Recruitment & Personal Development,Staffing & Recruiting,BI Consultant - 's-Hertogenbosch,"Ben jij die ervaren, data driven, BI Consultant die toe is aan een volgende carrièrestap? Lees dan snel verder wat onze opdrachtgever jou te bieden heeft.

Organisatie

PinkRoccade Local Government richt zich op organisaties binnen de publieke dienstverlening en bestaat uit 7 verschillende, zelfstandige businessunits (200 mdw). PinkRoccade Local Government is een vooruitdenker, een partner die goed zicht heeft op de ontwikkelingen van morgen en deze vandaag weet toe te passen. Zo dragen zij bij aan de doelstellingen van haar klanten. Ze ondersteunen de lokale overheid bij haar taken en bedrijfsvoering met een uitgebreid pakket aan bedrijfssoftware.

De Unit iNzicht bestaat uit een groep van 12-15 enthousiaste medewerkers die dagelijks gemeenten voorzien van inzichten op gebied van data, waarmee de gemeenten de dienstverlening richting inwoners kan verbeteren.

PinkRoccade Local Government maakt onderdeel uit van Total Specific Solutions (TSS). TSS heeft in Europa ruim 100 autonome Business Units, die allen specialistische software oplossingen bieden voor een gerichte markt.Als onderdeel van TSS biedt PinkRoccade je talentmanagement op een hoog platform. De slagkracht van een kleine unit; de mogelijkheden van een multinational.

Tasks

Jij komt te werken binnen de groeiende unit iNzicht. In de functie van BI Consultant maak jij van data informatie waarmee de lokale overheid de dienstverlening richting inwoners kan optimaliseren. Dit doe je door data te analyseren, te modelleren en visualiseren naar zinvolle informatie. Met deze data zorg je voor nuttige inzichten op operationeel/tactisch en strategisch niveau.

Jouw werkzaamheden:

Je lost data vraagstukken en klantvragen op door het vertalen van de data naar gebruiksvriendelijke dashboards in verschillende BI-omgevingen;
Je levert een actieve bijdrage aan succesvolle implementaties bij gemeenten vanuit jouw affiniteit met IT & Business Intelligence;
Je transformeert ruwe data, vanuit je ervaring met SQL (pré) naar een datamodel middels een ETL-proces;
Met jouw leuke persoonlijkheid leid je de medewerkers van de klant op en begeleid je ze bij het gebruik van de applicatie en dashboards;
Je levert een actieve bijdrage in het team van consultants, projectmanagers en business analisten om de datapropositie bij gemeenten verder te ontwikkelen en te professionaliseren;
Wanneer je tegen complexe zaken aanloopt, vorm je met je collega’s een team en draaien jullie creatieve breinen op volle toeren om tot een oplossing te komen;
Naast jouw consultancy opdrachten bij de klant draag je ook bij aan datavraagstukken binnen de interne organisatie.

Requirements

Een enthousiast talent met HBO/WO werk- en denkniveau, bij voorkeur in de richting van data science/informatica;
Minimaal 3 jaar ervaring als BI Consultant of vergelijkbare rol;
Je houdt ervan om te werken in een dynamische omgeving die in opbouw en daarmee continu in beweging is. Dit vereist de flexibiliteit en het aanpassingsvermogen die jij bezit;
Je krijgt energie van dingen uitpluizen, kunt goed analytisch nadenken;
Toegewijd, Ondernemend en Vooruitstrevend, de kernwaarden van PinkRoccade Local Government;
Communicatief sterk en een goede luisteraar;
Uitstekende beheersing van de Nederlandse taal in woord en geschrift;
Positief ingesteld waardoor jij een ideale teamplayer bent met goede interpersoonlijke vaardigheden.

Benefits

Een werkplek door heel Nederland met als standplaats ’s-Hertogenbosch;
Flexibele werktijden en goede thuiswerkvoorzieningen;
Voldoende opleidingsmogelijkheden en doorgroeimogelijkheden;
Veel vrijheid én verantwoordelijkheid, én hulp wanneer je dit nodig hebt;
Goede arbeidsvoorwaarden, waaronder een zeer uitgebreid pakket aan secundaire voorwaarden;
Een laptop (incl. accessoires), telefoon (budget) en abonnement;
Een leaseauto van de zaak;
De mogelijkheid om een fiets aan te schaffen via het leasefietsplan;
Een uitdagende functie waarin je zowel zelfstandig als in teamverband werkt en waar eigen inbreng zeer gewaardeerd wordt. In een innovatieve en motiverende omgeving met ‘creative minds’ die op dynamische wijze invulling geven aan hun werkdag.","dashboards, extract, transform, load (etl), informatica, data science, sql, data analytics, microstrategy, teamwork, analytics, and olap","['dashboards', ' extract', ' transform', ' load (etl)', ' informatica', ' data science', ' sql', ' data analytics', ' microstrategy', ' teamwork', ' analytics', ' and olap']",12
3632563083,Data Analyst,Contract,On-site,Galway,Ireland,Adecco,Staffing & Recruiting,Data Governance Analyst,"Pontoon is an employment consultancy. We put expertise, energy, and enthusiasm into improving everyone's chance of being part of the workplace. We respect and appreciate people of all ethnicities, generations, religious beliefs, sexual orientations, gender identities, and more. We do this by showcasing their talents, skills, and unique experience in an inclusive environment that helps them thrive.

A super exciting opportunity for a Data Analyst has become available with a world leading financial services clients for someone with a keen interest to expand their Risk Management skills based in Dublin.

The team is responsible for working with our GMR business to implement new data initiatives, including data management standards adherence, Authorized Data Source (ADS) Management, data deliverables, and supporting data audit and testing activities.

The candidate will be responsible for contributing to strategic efforts including how we manage data, with a focus on improving timeliness of inputs and data quality. This position will help ensure the integrity and quality of the data within GMR by working with the business to implement enterprise data management standards.

Required Skills

Must be proficient in data management
Must be able to engage and leverage teams and business partners to efficiently deliver business solutions
Ability to manage diverse projects impacting multiple roles and processes
Ability to create management level reporting using aggregated data
Experienced or having a strong grasp of Data Management Framework & Governance activities
Project and Program management experience (e.g., SDLC, Agile)
Able to collaborate, clearly communicate and interact with business users and peer teams

Candidates will ideally show evidence of the above in their CV. To be considered for the role please click the ""apply"" button or email me at

Please be advised if you haven't heard from us within 48 hours then unfortunately your application has not been successful on this occasion, we may however keep your details on file for any suitable future vacancies and contact you accordingly.

Pontoon is an employment consultancy and operates as an equal opportunity's employer.","data management, business intelligence (bi), business solution, communication, data quality, data audit, data analytics, data governance, timelines, and data visualization","['data management', ' business intelligence (bi)', ' business solution', ' communication', ' data quality', ' data audit', ' data analytics', ' data governance', ' timelines', ' and data visualization']",10
3549125280,Analyst,Full-time,Hybrid,Lisbon,Portugal,BNP Paribas,Banking,CTM Transversal Monitoring Analyst,"About The Job

The Credit Transaction Management (CTM) Transversal Monitoring Analyst is responsible for providing essential support on the analysis, registration and follow-up of the Credit Mitigations Risks associated to the Structured Credits, within the Bank systems and to contribute to Finance and Risk Reporting and Control. The Analyst is responsible for ensuring that all processes related to the collection, input, analysis and update of security package data, covenant data, asset management data and ESG data are carried with efficiency and accuracy and are compliant with the Regulatory requirements assuring the permanent control and monitoring of the Credit Risk.

Your Main Activities Are

Work collaboratively with Front Office, Credit Analysts, Deal Implementation Team to take in charge the Covenants follow-up and monitoring, Security Package and Asset Management after closing of the deal
Identify within all Legal Documentation, with the assistance of Front Office/Credit Analysts, Legal or other relevant stakeholders, the covenants to be monitored and the securities eligible for registration (according to current regulations and procedures) and accurately map them with the Bank Nomenclatures, with the assistance
Input covenant data in the IT Tool Covenant Manager (CM), Security Package data in Received Guarantee Module (RGM) and Asset & ESG Data in Asset Module
Collect the exhaustive Legal documentation for a deal (Financing documents, Security Package documents, Legal opinions)
Collect the necessary information linked to Covenants (compliance certificates, Financial Statements), Security Package (expiring/ expired, validity, upcoming & overdue valuation), Asset Management (insurances, valuations) and ESG and update them periodically
Monitor credit / counterparty risks with reporting dedicated to Business & Risk (control monitoring of breach and overdue covenants and report them appropriately), monitor security package, monitor asset management & ESG regulatory requirements (such as Loan Tape)

Profile And Skills To Success

Bachelor Degree in Business Management / Economics / Finance and Accounting
Advanced level of English, both written and oral
Knowledge in MS Office Pack
Ability to collaborate / Teamwork
Organisational Skills
Critical Thinking
Attention to detail / rigor
Analytical ability

Why joining BNP Paribas?

Leading banking institution

BNP Paribas is a leader in the Eurozone, and a prominent international banking institution with strong roots in Europe's banking history. It has a presence in 65 countries, with around 190 000 Employees – including more than 145 000 in Europe.

Our presence in Portugal

Since 1985, BNP Paribas was one of the first foreign banks to operate in the country. Today, the Group has around 7.100 employees across several entities operating directly in the territory, offering a wide range of integrated financial solutions to support its clients and their businesses.

International reach

Thanks to its international presence and regular and close collaboration among its different entities, BNP Paribas has the resources to support all clients with financing, investment, savings and protection solutions that help make their projects a success. BNP Paribas holds key positions in its three core operating divisions:

Retail Banking, a division that brings together all of the Group’s retail activities and specialised business lines
Investment & Protection Services that include specialised businesses offering a wide range of savings, investment and protection services.
Corporate & Institutional Banking division that offers tailored financial solutions for corporate and institutional client.
Diversity and Inclusion commitment

BNP Paribas is an equal opportunity employer and proud to provide equal employment opportunity to all job seekers. We are actively committed to ensuring that no individual is discriminated against on the grounds of age, disability, gender reassignment, marriage or civil partnership status, pregnancy and maternity/paternity, race, religion or belief, sex or sexual orientation. Equity and diversity are at the core of our recruitment policy because we believe that they foster creativity and efficiency, which in turn increase performance and productivity. We strive to reflect the society we live in, while keeping with the image of our clients.

Commitment towards work/life balance

At BNP Paribas we care about our employees wellbeing and promote a culture of good integration between work and rest. We believe our employees have rich personal lives outside of work, being fundamental to be disconnected from work to recharge both physically and mentally. Only through this balance we may all be at our best while working.

Remote Working Conditions

At BNP Paribas, we embrace a Smart Working framework based on trust, autonomy and collaboration. Within this framework, eligible employees can benefit from flexible remote working modalities adapted to our hybrid working environment. To guarantee a comfortable and efficient working set-up, eligible employees are provided with both the office and home equipment, are entitled to an equipment allowance and can benefit from exclusive partnerships to purchase additional equipment at reduced prices.

To find out more on why you should join BNP Paribas visit https://bnpp.lk/why-BNP-Paribas-Portugal

Please note that only applications submitted in English will be considered.
In case you are selected for this role, further documentation will be requested to support your hiring process.

Primary Location

PT-11-Lisbon

Job Type

Standard / Permanent

Job

OPERATION PROCESSING

Education Level

Bachelor Degree or equivalent (>= 3 years)

Experience Level

Not Indicated

Schedule

Full-time

Entity

PRT - CIB","attention to detail, communication, english, analytical skills, critical thinking, economics, loan covenants, teamwork, negotiation, and risk reporting","['attention to detail', ' communication', ' english', ' analytical skills', ' critical thinking', ' economics', ' loan covenants', ' teamwork', ' negotiation', ' and risk reporting']",10
3628808443,Data Analyst,Full-time,Hybrid,Porto,Portugal,BNP Paribas CIB,Financial Services,STDA Data Analyst Officer,"About The Job

The Data Analytics Officer prepares data platform for risk profile analysis and risk management purposes, the activity encompasses all the data processing from the data collection to the data visualization
Your Main Activities Are

Executes Data collection, Data ingestion, Data quality, Data preparation, Data cleaning
Performs data consolidation in a strong control and analyses framework
Develops dynamic and intelligent dashboarding with Data Visualization tools
Contributes to specific regulatory and managerial data requests
Performs Data analysis
Profile And Skills To Success

Master’s degree in Sciences and/or Engineering
Up to 2 years of experience in data Analytics in the financial world
Advanced level of English, both written and oral
Knowledge in

Data Viz / Blending / Analytics
Programming tools
Ability to collaborate / Teamwork
Ability to deliver / results driven
Analytical ability
Ability to develop and adapt a process
Why joining BNP Paribas?

Leading banking institution
BNP Paribas is a leader in the Eurozone, and a prominent international banking institution with strong roots in Europe's banking history. It has a presence in 65 countries, with around 190 000 Employees – including more than 145 000 in Europe.

Our presence in Portugal
Since 1985, BNP Paribas was one of the first foreign banks to operate in the country. Today, the Group has around 7.100 employees across several entities operating directly in the territory, offering a wide range of integrated financial solutions to support its clients and their businesses.

International reach
BNP Paribas Holds Key Positions In Its Three Core Operating Divisions

Thanks to its international presence and regular and close collaboration among its different entities, BNP Paribas has the resources to support all clients with financing, investment, savings and protection solutions that help make their projects a success.

Retail Banking , a division that brings together all of the Group’s retail activities and specialised business lines
Investment & Protection Services that include specialised businesses offering a wide range of savings, investment and protection services.
Corporate & Institutional Banking division that offers tailored financial solutions for corporate and institutional client.
Diversity and Inclusion commitment
BNP Paribas is an equal opportunity employer and proud to provide equal employment opportunity to all job seekers. We are actively committed to ensuring that no individual is discriminated against on the grounds of age, disability, gender reassignment, marriage or civil partnership status, pregnancy and maternity/paternity, race, religion or belief, sex or sexual orientation. Equity and diversity are at the core of our recruitment policy because we believe that they foster creativity and efficiency, which in turn increase performance and productivity. We strive to reflect the society we live in, while keeping with the image of our clients.

Commitment towards work/life balance
At BNP Paribas we care about our employees wellbeing and promote a culture of good integration between work and rest. We believe our employees have rich personal lives outside of work, being fundamental to be disconnected from work to recharge both physically and mentally. Only through this balance we may all be at our best while working.

Remote Working Conditions
At BNP Paribas, we embrace a Smart Working framework based on trust, autonomy and collaboration. Within this framework, eligible employees can benefit from flexible remote working modalities adapted to our hybrid working environment. To guarantee a comfortable and efficient working set-up, eligible employees are provided with both the office and home equipment, are entitled to an equipment allowance and can benefit from exclusive partnerships to purchase additional equipment at reduced prices.

To find out more on why you should join BNP Paribas visit https://bnpp.lk/why-BNP-Paribas-Portugal

Please note that only applications submitted in English will be considered.
In case you are selected for this role, further documentation will be requested to support your hiring process.
Primary Location

PT-13-Porto

Job Type

Standard / Permanent

Job

OPERATIONAL EFFICIENCY TRANSFORMATION AND BUSINESS ANALYSIS

Education Level

Master Degree or equivalent (> 4 years)

Experience Level

Beginner

Schedule

Full-time

Entity

PRT - CIB

Job Number: 2306RSK15280","data analytics, data visualization, analytics, data science, data collection, data cleaning, visualization, data quality, data preparation, and dashboards","['data analytics', ' data visualization', ' analytics', ' data science', ' data collection', ' data cleaning', ' visualization', ' data quality', ' data preparation', ' and dashboards']",10
3552197898,Junior Business Analyst,Full-time,On-site,Baden-Baden,Germany,Riverty,Financial Services,Junior Business Analyst (m/f/d),"Everything we do, starts with you.Together with you, we build the most human-centric fintech. To enable everyone’s future financial growth.

We are looking for an ambitious

Junior Business Analyst (m/f/d)

(unlimited, full-time) Join our team at our location in Verl, Baden-Baden, Mainz, Berlin, Oslo or Stockholm – flexible working conditions available

Description of position:

Us in Riverty are currently on the lookout for a Business Analyst to BI Analysis team. Our team is responsible for development and improvement of our BI self-service solutions, as well as requirement gathering from our internal stakeholders and communication with data engineers. As a Business Analyst, you will work closely with our colleagues in Finance and Data Engineering, and learn a lot about our data sources and processes.

As a Business Analyst, you will:

Act as an interface between internal stakeholders and data / BI engineers
Support in building, maintaining and improving Power BI apps and dashboards
Work on quality assurance and testing of new features, bug fixes and data model improvements
Support in building composite models and new measures into existing models
Work in cross-functional teams with travel opportunities to our European offices

What you should bring:

MSc/MBA in Business Analysis, Finance or technical subjects
High affinity to and first experience in Business Analysis, e.g. relevant internships
Good knowledge of SQL
Experience with Power BI, Tableau or similar reporting tools is a plus
Excellent knowledge of English, second language (e.g. Norwegian or German is a plus)
If you know basics of DAX language, that will be a clear advantage

We are looking for these traits:

Analytical, with creative, structured and logical approach
Detail oriented and able to work both independently and in a team
Excellent communication skills
Comfortable working in a constantly changing environment

Thrive at Riverty with great benefits:

Enjoy an open, trusting culture in agile teams and access opportunities within the Bertelsmann Group.
Prioritize your health with supported sports and leisure activities.
Grow together through Riverty Academy trainings and personalized development.
Feel valued with numerous employee discounts.
Our flexible working arrangements empower you to blend on-site collaboration with remote work, tailoring your professional experience to suit your lifestyle.

This list doesn't assure any certain benefits or actions. They might depend on the country or contract details and can change anytime without prior notice. We are happy to discuss these benefits further during an interview.

About Us

We are Riverty. And we believe everyone should be in control of their financials. We ask you to join in. Because together with you, we build the most human-centric fintech. We build on experience of more than 50 years. More than 5,000 people in 13 countries drive our company and contribution to society. And we have their backs. We make sure they feel supported and included: Across teams, across physical and invisible borders and across the globe.

Our world is growing. And we’re here. Together, we’re finding smarter, simpler, seamlessly connected ways to manage money. By leveraging data and financial technology, our holistic solutions provide flexible payments, smarter accounting, and fair debt collection, all aimed at fostering everyone's financial growth.

And. Everything we do, starts with you. Join us and let‘s build a more sustainable financial future, together.

We keep what we promise:

More information on riverty.com/careers . Are you already convinced? Then we look forward to receiving your online application – with just a few clicks.

We look forward to applications from candidates who contribute to the diversity of our company. We relate diversity in particular to the dimensions of cultural or social origin, religion, age, disability, gender and sexual identity.

Company:Riverty Services GmbH

Country:Germany

State/Region:Nordrhein-Westfalen

City:Verl, Baden-Baden, Mainz, Berlin, Oslo or Stockholm

Postal Code:33415, 76532, 13629, 0153

Job ID:249377

Date: Apr 7, 2023

Location:

Verl, Baden-Baden, Mainz, Berl, NW, DE, 33415, 765

Job Segment:Business Analyst, Data Modeler, QA, Quality Assurance, Technology, Data, Finance, Quality","dax, logical approach, business analysis, quality assurance, self-service solutions, communication, analytical skills, business requirements, user acceptance testing, and data analytics","['dax', ' logical approach', ' business analysis', ' quality assurance', ' self-service solutions', ' communication', ' analytical skills', ' business requirements', ' user acceptance testing', ' and data analytics']",10
3629992960,Financial Analyst,Full-time,Hybrid,Rome,Italy,Entain,Entertainment,Finance Analyst,"Entain is one of the world’s largest sports betting and gaming groups, operating both online and in the retail sector. With offices across five continents and licences in more than 20 countries, we operate some of the most well-known and iconic brands in the industry with more than 250 years of combined history – names such as Ladbrokes, partypoker, bwin and Coral.

Entain seeks a talented Finance Analystto join Italy FP&A team. This is an exciting opportunity that blends an individual's passion for gambling, e-commerce and finance, while supporting one of the fastest growing businesses in Entain across all the Italian digital brands (Bwin, Eurobet, and Gioco Digitale)

This role will support the Digital Finance Manager and is meant to work with several internal customers, both in the Digital division and in BI, at all levels of the organization

Your Activities will include

Maintain and improve Digital P&L planning model for Entain brands in Italy
Dive deep into the betting and gambling business and processes to identify opportunities and weaknesses, providing data to facilitate improvement and efficiency
Improve and manage daily, weekly, and monthly Digital KPIs reporting and provide support on Executive management presentations
Providing analytical support such as the evaluation of business proposals
Support the Digital Finance manager in analysing and monitoring proactively expenditures ROI, effectiveness and payback (incl. customer incentives, bonuses, acquisition spend and brand spending)

Desired Skills And Experience

BA degree in finance, business, engineering, or related quantitative field
Proven analytical thinking, pro-active problem solver attitude
Attention to details and exceptional organizational skills
Capacity to work as a team and to prioritize workload
Attention to detail and ability to work to exacting deadlines
Team player and ability to plan and follow through
Excellent English communication skills both written and verbal is a must
Proven experience in Excel and experience with Tableau highly desired
Comfortable using graphs and other illustrative tools to present large volumes of data

Preferred Qualifications

Experience doing quantitative and/or financial analysis & modelling
Advanced Tableau, Excel and SQL skills are a plus

About Entain

We may sit on the FTSE100, but for millions of customers worldwide, we’re the brands they hold in their hands – and heart. As the home of household names like Ladbrokes, Foxy and PartyPoker, to name just a few, we elevate lives with moments of excitement. And right now we’re elevating ourselves above the competition. We’re leading the industry in bold new directions - and it’s our diverse and talented team who are making this possible. Believe us, the best is yet to come. For our customers. For our future. For your career.

DEI and Wellbeing @ Entain

Our vision is to be the world leader in betting, gaming and interactive entertainment, and we know that the most successful businesses are the most sustainable ones. Diversity and inclusion is key to sustainability and success and our goal is to attract, engage and retain the best talent globally, bringing the best thinking to our business from inside and outside of our sector. Our ambition is to make sure everyone at Entain feels valued, respected and included. Inclusion is embedded in everything we do, because we know when we feel respected and heard, we do our best work. Sustainability drives everything we do, and doing what’s right is one of our core values. Diverse teams have more creativity, imagination, innovation and problem solving capabilities. We are committed to tackling inequalities and creating a diverse and inclusive business. Here, we celebrate our individual differences, and make sure everyone feels supported, respected, and empowered to thrive – and that starts from the moment you apply to join us. We want our employees to feel healthy and supported at home and at work. That’s why we have our Well-me programme, which provides information, tools and training to help our people look after their mental and physical wellbeing in ways that matter to them.

Life @ Entain

We’re a team who love to play, and win, together. We love building bonds between our people, and we love to build your career up too. Join us, and we won’t just be your employer, we’ll be your biggest cheerleader. We’ll give you the power to lead the conversation on your learning and career goals from day one, and then get behind you with all the support you need to take your career – and our business – to new heights.

Apply Online","key performance indicators, quantitative analytics, workload prioritization, organization skills, financial analysis, presentations, communication, economics, analytical skills, and finance","['key performance indicators', ' quantitative analytics', ' workload prioritization', ' organization skills', ' financial analysis', ' presentations', ' communication', ' economics', ' analytical skills', ' and finance']",10
3629362594,Financial Analyst,Full-time,On-site,Nicosia,Cyprus,ACCA Careers,Accounting,Financial Analyst,"StaffMatters

Our client, an International Real Estate organisation, is looking to hire a Financial Analyst for their office based in Nicosia.

Key Duties/Responsibilities

Build develop and maintain financial reports.
Prepare daily, weekly and monthly reports for Management.
Identify discrepancies and provide meaningful insights to Management.
Undertake financial analysis/research and prepare reports for Management.
Export and analyse financial data.
Assist in ad hoc requests.
Aid in the preparation of briefs to integrate reports and internal controls into our ERP system
Reporting directly to Senior Management.Key Skills/Experience:

BSc/MSc in Accounting / Finance / Economics / Mathematics / Statistics or any other relevant field.
Holder of a Professional Qualification: ACA/ACCA/CFA will be considered an advantage, but not essential.
Approximately 3+ years of experience in financial analysis and the preparation of Management reports.
Excellent Microsoft Excel knowledge.
Experience working with SQL
High level of communication skills.
Able to prioritise tasks, manage project time and meet deadlines.
Proactive, well-organised and attentive to detail.
Excellent knowledge of the English language (both verbal & in writing) - any other language will be considered as an advantage.
Highly motivated individual who can work in a fast paced dynamic environment, with an ability to take initiative, solve problems and deliver results.
Curious and innovative mindset easily adaptable to new challenges.
Ability to work both individually and as part of a team.

Salary

24,000 - 36,000 Annual Gross - depending on experience

To Apply

Please send your CV to StaffMatters at admin@smstaffmatters.com and mention that you are applying for the vacancy of Financial Analystwith reference number 1489.

Or you can apply directly through your candidate login by hitting the APPLY button.

]]>","quantitative analytics, management accounting, financial analysis, communication, finance, financial data, analytical skills, financial statements, project management, and financial modeling","['quantitative analytics', ' management accounting', ' financial analysis', ' communication', ' finance', ' financial data', ' analytical skills', ' financial statements', ' project management', ' and financial modeling']",10
